service_id,date,exception_type
"454_64982","20180518","1"
"454_64982","20180519","1"
"454_64982","20180521","1"
"454_64982","20180522","1"
"454_64982","20180523","1"
"454_64982","20180524","1"
"454_64982","20180525","1"
"454_64982","20180526","1"
"454_64982","20180528","1"
"454_64982","20180529","1"
"454_64982","20180530","1"
"454_64982","20180531","1"
"454_64982","20180601","1"
"454_64982","20180604","1"
"454_64982","20180605","1"
"454_64982","20180606","1"
"454_64982","20180607","1"
"454_64983","20170918","1"
"454_64983","20170919","1"
"454_64983","20170920","1"
"454_64983","20170921","1"
"454_64983","20170925","1"
"454_64983","20170926","1"
"454_64983","20170927","1"
"454_64983","20170928","1"
"454_64983","20171002","1"
"454_64983","20171003","1"
"454_64983","20171004","1"
"454_64983","20171005","1"
"454_64983","20171009","1"
"454_64983","20171010","1"
"454_64983","20171011","1"
"454_64983","20171012","1"
"454_64983","20171016","1"
"454_64983","20171017","1"
"454_64983","20171018","1"
"454_64983","20171019","1"
"454_64983","20171023","1"
"454_64983","20171024","1"
"454_64983","20171025","1"
"454_64983","20171026","1"
"454_64983","20171030","1"
"454_64983","20171031","1"
"454_64983","20171102","1"
"454_64983","20171106","1"
"454_64983","20171107","1"
"454_64983","20171108","1"
"454_64983","20171109","1"
"454_64983","20171113","1"
"454_64983","20171114","1"
"454_64983","20171115","1"
"454_64983","20171116","1"
"454_64983","20171120","1"
"454_64983","20171121","1"
"454_64983","20171122","1"
"454_64983","20171123","1"
"454_64983","20171127","1"
"454_64983","20171128","1"
"454_64983","20171129","1"
"454_64983","20171130","1"
"454_64983","20171204","1"
"454_64983","20171205","1"
"454_64983","20171206","1"
"454_64983","20171207","1"
"454_64983","20171211","1"
"454_64983","20171212","1"
"454_64983","20171213","1"
"454_64983","20171214","1"
"454_64983","20171218","1"
"454_64983","20171219","1"
"454_64983","20171220","1"
"454_64983","20171221","1"
"454_64983","20171227","1"
"454_64983","20171228","1"
"454_64983","20180102","1"
"454_64983","20180103","1"
"454_64983","20180104","1"
"454_64983","20180108","1"
"454_64983","20180109","1"
"454_64983","20180110","1"
"454_64983","20180111","1"
"454_64983","20180115","1"
"454_64983","20180116","1"
"454_64983","20180117","1"
"454_64983","20180118","1"
"454_64983","20180122","1"
"454_64983","20180123","1"
"454_64983","20180124","1"
"454_64983","20180125","1"
"454_64983","20180129","1"
"454_64983","20180130","1"
"454_64983","20180131","1"
"454_64983","20180201","1"
"454_64983","20180205","1"
"454_64983","20180206","1"
"454_64983","20180207","1"
"454_64983","20180208","1"
"454_64983","20180212","1"
"454_64983","20180213","1"
"454_64983","20180214","1"
"454_64983","20180215","1"
"454_64983","20180219","1"
"454_64983","20180220","1"
"454_64983","20180221","1"
"454_64983","20180222","1"
"454_64983","20180226","1"
"454_64983","20180227","1"
"454_64983","20180228","1"
"454_64983","20180301","1"
"454_64983","20180305","1"
"454_64983","20180306","1"
"454_64983","20180307","1"
"454_64983","20180308","1"
"454_64983","20180312","1"
"454_64983","20180313","1"
"454_64983","20180314","1"
"454_64983","20180315","1"
"454_64983","20180319","1"
"454_64983","20180320","1"
"454_64983","20180321","1"
"454_64983","20180322","1"
"454_64983","20180326","1"
"454_64983","20180327","1"
"454_64983","20180328","1"
"454_64983","20180329","1"
"454_64983","20180403","1"
"454_64983","20180404","1"
"454_64983","20180405","1"
"454_64983","20180409","1"
"454_64983","20180410","1"
"454_64983","20180411","1"
"454_64983","20180412","1"
"454_64983","20180416","1"
"454_64983","20180417","1"
"454_64983","20180418","1"
"454_64983","20180419","1"
"454_64983","20180423","1"
"454_64983","20180424","1"
"454_64983","20180426","1"
"454_64983","20180430","1"
"454_64983","20180502","1"
"454_64983","20180503","1"
"454_64983","20180507","1"
"454_64983","20180508","1"
"454_64983","20180509","1"
"454_64983","20180510","1"
"454_64983","20180514","1"
"454_64983","20180515","1"
"454_64983","20180516","1"
"454_64983","20180517","1"
"454_64983","20180521","1"
"454_64983","20180522","1"
"454_64983","20180523","1"
"454_64983","20180524","1"
"454_64983","20180528","1"
"454_64983","20180529","1"
"454_64983","20180530","1"
"454_64983","20180531","1"
"454_64983","20180604","1"
"454_64983","20180605","1"
"454_64983","20180606","1"
"454_64983","20180607","1"
"454_64984","20170915","1"
"454_64984","20170919","1"
"454_64984","20170922","1"
"454_64984","20170926","1"
"454_64984","20170929","1"
"454_64984","20171003","1"
"454_64984","20171006","1"
"454_64984","20171010","1"
"454_64984","20171013","1"
"454_64984","20171017","1"
"454_64984","20171020","1"
"454_64984","20171024","1"
"454_64984","20171027","1"
"454_64984","20171031","1"
"454_64984","20171103","1"
"454_64984","20171107","1"
"454_64984","20171110","1"
"454_64984","20171114","1"
"454_64984","20171117","1"
"454_64984","20171121","1"
"454_64984","20171124","1"
"454_64984","20171128","1"
"454_64984","20171201","1"
"454_64984","20171205","1"
"454_64984","20171212","1"
"454_64984","20171215","1"
"454_64984","20171219","1"
"454_64984","20171222","1"
"454_64984","20180109","1"
"454_64984","20180112","1"
"454_64984","20180116","1"
"454_64984","20180119","1"
"454_64984","20180123","1"
"454_64984","20180126","1"
"454_64984","20180130","1"
"454_64984","20180202","1"
"454_64984","20180206","1"
"454_64984","20180209","1"
"454_64984","20180213","1"
"454_64984","20180216","1"
"454_64984","20180220","1"
"454_64984","20180223","1"
"454_64984","20180227","1"
"454_64984","20180302","1"
"454_64984","20180306","1"
"454_64984","20180309","1"
"454_64984","20180313","1"
"454_64984","20180316","1"
"454_64984","20180320","1"
"454_64984","20180323","1"
"454_64984","20180327","1"
"454_64984","20180406","1"
"454_64984","20180410","1"
"454_64984","20180413","1"
"454_64984","20180417","1"
"454_64984","20180420","1"
"454_64984","20180424","1"
"454_64984","20180427","1"
"454_64984","20180504","1"
"454_64984","20180508","1"
"454_64984","20180511","1"
"454_64984","20180515","1"
"454_64984","20180518","1"
"454_64984","20180522","1"
"454_64984","20180525","1"
"454_64984","20180529","1"
"454_64984","20180601","1"
"454_64984","20180605","1"
"454_64986","20170918","1"
"454_64986","20170919","1"
"454_64986","20170920","1"
"454_64986","20170921","1"
"454_64986","20170925","1"
"454_64986","20170926","1"
"454_64986","20170927","1"
"454_64986","20170928","1"
"454_64986","20171002","1"
"454_64986","20171003","1"
"454_64986","20171004","1"
"454_64986","20171005","1"
"454_64986","20171009","1"
"454_64986","20171010","1"
"454_64986","20171011","1"
"454_64986","20171012","1"
"454_64986","20171016","1"
"454_64986","20171017","1"
"454_64986","20171018","1"
"454_64986","20171019","1"
"454_64986","20171023","1"
"454_64986","20171024","1"
"454_64986","20171025","1"
"454_64986","20171026","1"
"454_64986","20171030","1"
"454_64986","20171031","1"
"454_64986","20171106","1"
"454_64986","20171107","1"
"454_64986","20171108","1"
"454_64986","20171109","1"
"454_64986","20171113","1"
"454_64986","20171114","1"
"454_64986","20171115","1"
"454_64986","20171116","1"
"454_64986","20171120","1"
"454_64986","20171121","1"
"454_64986","20171122","1"
"454_64986","20171123","1"
"454_64986","20171127","1"
"454_64986","20171128","1"
"454_64986","20171129","1"
"454_64986","20171130","1"
"454_64986","20171204","1"
"454_64986","20171205","1"
"454_64986","20171206","1"
"454_64986","20171207","1"
"454_64986","20171211","1"
"454_64986","20171212","1"
"454_64986","20171213","1"
"454_64986","20171214","1"
"454_64986","20171218","1"
"454_64986","20171219","1"
"454_64986","20171220","1"
"454_64986","20171221","1"
"454_64986","20180108","1"
"454_64986","20180109","1"
"454_64986","20180110","1"
"454_64986","20180111","1"
"454_64986","20180115","1"
"454_64986","20180116","1"
"454_64986","20180117","1"
"454_64986","20180118","1"
"454_64986","20180122","1"
"454_64986","20180123","1"
"454_64986","20180124","1"
"454_64986","20180125","1"
"454_64986","20180129","1"
"454_64986","20180130","1"
"454_64986","20180131","1"
"454_64986","20180201","1"
"454_64986","20180205","1"
"454_64986","20180206","1"
"454_64986","20180207","1"
"454_64986","20180208","1"
"454_64986","20180212","1"
"454_64986","20180213","1"
"454_64986","20180214","1"
"454_64986","20180215","1"
"454_64986","20180219","1"
"454_64986","20180220","1"
"454_64986","20180221","1"
"454_64986","20180222","1"
"454_64986","20180226","1"
"454_64986","20180227","1"
"454_64986","20180228","1"
"454_64986","20180301","1"
"454_64986","20180305","1"
"454_64986","20180306","1"
"454_64986","20180307","1"
"454_64986","20180308","1"
"454_64986","20180312","1"
"454_64986","20180313","1"
"454_64986","20180314","1"
"454_64986","20180315","1"
"454_64986","20180319","1"
"454_64986","20180320","1"
"454_64986","20180321","1"
"454_64986","20180322","1"
"454_64986","20180326","1"
"454_64986","20180327","1"
"454_64986","20180328","1"
"454_64986","20180404","1"
"454_64986","20180405","1"
"454_64986","20180409","1"
"454_64986","20180410","1"
"454_64986","20180411","1"
"454_64986","20180412","1"
"454_64986","20180416","1"
"454_64986","20180417","1"
"454_64986","20180418","1"
"454_64986","20180419","1"
"454_64986","20180423","1"
"454_64986","20180424","1"
"454_64986","20180426","1"
"454_64986","20180430","1"
"454_64986","20180502","1"
"454_64986","20180503","1"
"454_64986","20180507","1"
"454_64986","20180508","1"
"454_64986","20180509","1"
"454_64986","20180510","1"
"454_64986","20180514","1"
"454_64986","20180515","1"
"454_64986","20180516","1"
"454_64986","20180517","1"
"454_64986","20180521","1"
"454_64986","20180522","1"
"454_64986","20180523","1"
"454_64986","20180524","1"
"454_64986","20180528","1"
"454_64986","20180529","1"
"454_64986","20180530","1"
"454_64986","20180531","1"
"454_64986","20180604","1"
"454_64986","20180605","1"
"454_64986","20180606","1"
"454_64986","20180607","1"
"454_64987","20170915","1"
"454_64987","20170916","1"
"454_64987","20170922","1"
"454_64987","20170923","1"
"454_64987","20170929","1"
"454_64987","20170930","1"
"454_64987","20171006","1"
"454_64987","20171007","1"
"454_64987","20171013","1"
"454_64987","20171014","1"
"454_64987","20171020","1"
"454_64987","20171021","1"
"454_64987","20171027","1"
"454_64987","20171028","1"
"454_64987","20171103","1"
"454_64987","20171104","1"
"454_64987","20171110","1"
"454_64987","20171111","1"
"454_64987","20171117","1"
"454_64987","20171118","1"
"454_64987","20171124","1"
"454_64987","20171125","1"
"454_64987","20171201","1"
"454_64987","20171202","1"
"454_64987","20171209","1"
"454_64987","20171215","1"
"454_64987","20171216","1"
"454_64987","20171222","1"
"454_64987","20171223","1"
"454_64987","20180112","1"
"454_64987","20180113","1"
"454_64987","20180119","1"
"454_64987","20180120","1"
"454_64987","20180126","1"
"454_64987","20180127","1"
"454_64987","20180202","1"
"454_64987","20180203","1"
"454_64987","20180209","1"
"454_64987","20180210","1"
"454_64987","20180216","1"
"454_64987","20180217","1"
"454_64987","20180223","1"
"454_64987","20180224","1"
"454_64987","20180302","1"
"454_64987","20180303","1"
"454_64987","20180309","1"
"454_64987","20180310","1"
"454_64987","20180316","1"
"454_64987","20180317","1"
"454_64987","20180323","1"
"454_64987","20180324","1"
"454_64987","20180406","1"
"454_64987","20180407","1"
"454_64987","20180413","1"
"454_64987","20180414","1"
"454_64987","20180420","1"
"454_64987","20180421","1"
"454_64987","20180427","1"
"454_64987","20180428","1"
"454_64987","20180504","1"
"454_64987","20180505","1"
"454_64987","20180511","1"
"454_64987","20180512","1"
"454_64987","20180518","1"
"454_64987","20180519","1"
"454_64987","20180525","1"
"454_64987","20180526","1"
"454_64987","20180601","1"
"454_64988","20170915","1"
"454_64988","20170916","1"
"454_64988","20170918","1"
"454_64988","20170919","1"
"454_64988","20170920","1"
"454_64988","20170921","1"
"454_64988","20170922","1"
"454_64988","20170923","1"
"454_64988","20170925","1"
"454_64988","20170926","1"
"454_64988","20170927","1"
"454_64988","20170928","1"
"454_64988","20170929","1"
"454_64988","20170930","1"
"454_64988","20171002","1"
"454_64988","20171003","1"
"454_64988","20171004","1"
"454_64988","20171005","1"
"454_64988","20171006","1"
"454_64988","20171007","1"
"454_64988","20171009","1"
"454_64988","20171010","1"
"454_64988","20171011","1"
"454_64988","20171012","1"
"454_64988","20171013","1"
"454_64988","20171014","1"
"454_64988","20171016","1"
"454_64988","20171017","1"
"454_64988","20171018","1"
"454_64988","20171019","1"
"454_64988","20171020","1"
"454_64988","20171021","1"
"454_64988","20171023","1"
"454_64988","20171024","1"
"454_64988","20171025","1"
"454_64988","20171026","1"
"454_64988","20171027","1"
"454_64988","20171028","1"
"454_64988","20171030","1"
"454_64988","20171031","1"
"454_64988","20171102","1"
"454_64988","20171103","1"
"454_64988","20171104","1"
"454_64988","20171106","1"
"454_64988","20171107","1"
"454_64988","20171108","1"
"454_64988","20171109","1"
"454_64988","20171110","1"
"454_64988","20171111","1"
"454_64988","20171113","1"
"454_64988","20171114","1"
"454_64988","20171115","1"
"454_64988","20171116","1"
"454_64988","20171117","1"
"454_64988","20171118","1"
"454_64988","20171120","1"
"454_64988","20171121","1"
"454_64988","20171122","1"
"454_64988","20171123","1"
"454_64988","20171124","1"
"454_64988","20171125","1"
"454_64988","20171127","1"
"454_64988","20171128","1"
"454_64988","20171129","1"
"454_64988","20171130","1"
"454_64988","20171201","1"
"454_64988","20171202","1"
"454_64988","20171204","1"
"454_64988","20171205","1"
"454_64988","20171206","1"
"454_64988","20171207","1"
"454_64988","20171209","1"
"454_64988","20171211","1"
"454_64988","20171212","1"
"454_64988","20171213","1"
"454_64988","20171214","1"
"454_64988","20171215","1"
"454_64988","20171216","1"
"454_64988","20171218","1"
"454_64988","20171219","1"
"454_64988","20171220","1"
"454_64988","20171221","1"
"454_64988","20171222","1"
"454_64988","20171223","1"
"454_64988","20171227","1"
"454_64988","20171228","1"
"454_64988","20171229","1"
"454_64988","20171230","1"
"454_64988","20180102","1"
"454_64988","20180103","1"
"454_64988","20180104","1"
"454_64988","20180105","1"
"454_64988","20180108","1"
"454_64988","20180109","1"
"454_64988","20180110","1"
"454_64988","20180111","1"
"454_64988","20180112","1"
"454_64988","20180113","1"
"454_64988","20180115","1"
"454_64988","20180116","1"
"454_64988","20180117","1"
"454_64988","20180118","1"
"454_64988","20180119","1"
"454_64988","20180120","1"
"454_64988","20180122","1"
"454_64988","20180123","1"
"454_64988","20180124","1"
"454_64988","20180125","1"
"454_64988","20180126","1"
"454_64988","20180127","1"
"454_64988","20180129","1"
"454_64988","20180130","1"
"454_64988","20180131","1"
"454_64988","20180201","1"
"454_64988","20180202","1"
"454_64988","20180203","1"
"454_64988","20180205","1"
"454_64988","20180206","1"
"454_64988","20180207","1"
"454_64988","20180208","1"
"454_64988","20180209","1"
"454_64988","20180210","1"
"454_64988","20180212","1"
"454_64988","20180213","1"
"454_64988","20180214","1"
"454_64988","20180215","1"
"454_64988","20180216","1"
"454_64988","20180217","1"
"454_64988","20180219","1"
"454_64988","20180220","1"
"454_64988","20180221","1"
"454_64988","20180222","1"
"454_64988","20180223","1"
"454_64988","20180224","1"
"454_64988","20180226","1"
"454_64988","20180227","1"
"454_64988","20180228","1"
"454_64988","20180301","1"
"454_64988","20180302","1"
"454_64988","20180303","1"
"454_64988","20180305","1"
"454_64988","20180306","1"
"454_64988","20180307","1"
"454_64988","20180308","1"
"454_64988","20180309","1"
"454_64988","20180310","1"
"454_64988","20180312","1"
"454_64988","20180313","1"
"454_64988","20180314","1"
"454_64988","20180315","1"
"454_64988","20180316","1"
"454_64988","20180317","1"
"454_64988","20180319","1"
"454_64988","20180320","1"
"454_64988","20180321","1"
"454_64988","20180322","1"
"454_64988","20180323","1"
"454_64988","20180324","1"
"454_64988","20180326","1"
"454_64988","20180327","1"
"454_64988","20180328","1"
"454_64988","20180329","1"
"454_64988","20180330","1"
"454_64988","20180331","1"
"454_64988","20180403","1"
"454_64988","20180404","1"
"454_64988","20180405","1"
"454_64988","20180406","1"
"454_64988","20180407","1"
"454_64988","20180409","1"
"454_64988","20180410","1"
"454_64988","20180411","1"
"454_64988","20180412","1"
"454_64988","20180413","1"
"454_64988","20180414","1"
"454_64988","20180416","1"
"454_64988","20180417","1"
"454_64988","20180418","1"
"454_64988","20180419","1"
"454_64988","20180420","1"
"454_64988","20180421","1"
"454_64988","20180423","1"
"454_64988","20180424","1"
"454_64988","20180426","1"
"454_64988","20180427","1"
"454_64988","20180428","1"
"454_64988","20180430","1"
"454_64988","20180502","1"
"454_64988","20180503","1"
"454_64988","20180504","1"
"454_64988","20180505","1"
"454_64988","20180507","1"
"454_64988","20180508","1"
"454_64988","20180509","1"
"454_64988","20180510","1"
"454_64988","20180511","1"
"454_64988","20180512","1"
"454_64988","20180514","1"
"454_64988","20180515","1"
"454_64988","20180516","1"
"454_64988","20180517","1"
"454_64988","20180518","1"
"454_64988","20180519","1"
"454_64988","20180521","1"
"454_64988","20180522","1"
"454_64988","20180523","1"
"454_64988","20180524","1"
"454_64988","20180525","1"
"454_64988","20180526","1"
"454_64988","20180528","1"
"454_64988","20180529","1"
"454_64988","20180530","1"
"454_64988","20180531","1"
"454_64988","20180601","1"
"454_64988","20180604","1"
"454_64988","20180605","1"
"454_64988","20180606","1"
"454_64988","20180607","1"
"454_64990","20170915","1"
"454_64990","20170916","1"
"454_64990","20170918","1"
"454_64990","20170919","1"
"454_64990","20170920","1"
"454_64990","20170921","1"
"454_64990","20170922","1"
"454_64990","20170923","1"
"454_64990","20170925","1"
"454_64990","20170926","1"
"454_64990","20170927","1"
"454_64990","20170928","1"
"454_64990","20170929","1"
"454_64990","20170930","1"
"454_64990","20171002","1"
"454_64990","20171003","1"
"454_64990","20171004","1"
"454_64990","20171005","1"
"454_64990","20171006","1"
"454_64990","20171007","1"
"454_64990","20171009","1"
"454_64990","20171010","1"
"454_64990","20171011","1"
"454_64990","20171012","1"
"454_64990","20171013","1"
"454_64990","20171014","1"
"454_64990","20171016","1"
"454_64990","20171017","1"
"454_64990","20171018","1"
"454_64990","20171019","1"
"454_64990","20171020","1"
"454_64990","20171021","1"
"454_64990","20171023","1"
"454_64990","20171024","1"
"454_64990","20171025","1"
"454_64990","20171026","1"
"454_64990","20171027","1"
"454_64990","20171028","1"
"454_64990","20171030","1"
"454_64990","20171031","1"
"454_64990","20171102","1"
"454_64990","20171103","1"
"454_64990","20171104","1"
"454_64990","20171106","1"
"454_64990","20171107","1"
"454_64990","20171108","1"
"454_64990","20171109","1"
"454_64990","20171110","1"
"454_64990","20171111","1"
"454_64990","20171113","1"
"454_64990","20171114","1"
"454_64990","20171115","1"
"454_64990","20171116","1"
"454_64990","20171117","1"
"454_64990","20171118","1"
"454_64990","20171120","1"
"454_64990","20171121","1"
"454_64990","20171122","1"
"454_64990","20171123","1"
"454_64990","20171124","1"
"454_64990","20171125","1"
"454_64990","20171127","1"
"454_64990","20171128","1"
"454_64990","20171129","1"
"454_64990","20171130","1"
"454_64990","20171201","1"
"454_64990","20171202","1"
"454_64990","20171204","1"
"454_64990","20171205","1"
"454_64990","20171206","1"
"454_64990","20171207","1"
"454_64990","20171209","1"
"454_64990","20171211","1"
"454_64990","20171212","1"
"454_64990","20171213","1"
"454_64990","20171214","1"
"454_64990","20171215","1"
"454_64990","20171216","1"
"454_64990","20171218","1"
"454_64990","20171219","1"
"454_64990","20171220","1"
"454_64990","20171221","1"
"454_64990","20171222","1"
"454_64990","20171223","1"
"454_64990","20171227","1"
"454_64990","20171228","1"
"454_64990","20171229","1"
"454_64990","20171230","1"
"454_64990","20180102","1"
"454_64990","20180103","1"
"454_64990","20180104","1"
"454_64990","20180105","1"
"454_64990","20180108","1"
"454_64990","20180109","1"
"454_64990","20180110","1"
"454_64990","20180111","1"
"454_64990","20180112","1"
"454_64990","20180113","1"
"454_64990","20180115","1"
"454_64990","20180116","1"
"454_64990","20180117","1"
"454_64990","20180118","1"
"454_64990","20180119","1"
"454_64990","20180120","1"
"454_64990","20180122","1"
"454_64990","20180123","1"
"454_64990","20180124","1"
"454_64990","20180125","1"
"454_64990","20180126","1"
"454_64990","20180127","1"
"454_64990","20180129","1"
"454_64990","20180130","1"
"454_64990","20180131","1"
"454_64990","20180201","1"
"454_64990","20180202","1"
"454_64990","20180203","1"
"454_64990","20180205","1"
"454_64990","20180206","1"
"454_64990","20180207","1"
"454_64990","20180208","1"
"454_64990","20180209","1"
"454_64990","20180210","1"
"454_64990","20180212","1"
"454_64990","20180213","1"
"454_64990","20180214","1"
"454_64990","20180215","1"
"454_64990","20180216","1"
"454_64990","20180217","1"
"454_64990","20180219","1"
"454_64990","20180220","1"
"454_64990","20180221","1"
"454_64990","20180222","1"
"454_64990","20180223","1"
"454_64990","20180224","1"
"454_64990","20180226","1"
"454_64990","20180227","1"
"454_64990","20180228","1"
"454_64990","20180301","1"
"454_64990","20180302","1"
"454_64990","20180303","1"
"454_64990","20180305","1"
"454_64990","20180306","1"
"454_64990","20180307","1"
"454_64990","20180308","1"
"454_64990","20180309","1"
"454_64990","20180310","1"
"454_64990","20180312","1"
"454_64990","20180313","1"
"454_64990","20180314","1"
"454_64990","20180315","1"
"454_64990","20180316","1"
"454_64990","20180317","1"
"454_64990","20180319","1"
"454_64990","20180320","1"
"454_64990","20180321","1"
"454_64990","20180322","1"
"454_64990","20180323","1"
"454_64990","20180324","1"
"454_64990","20180326","1"
"454_64990","20180327","1"
"454_64990","20180328","1"
"454_64990","20180329","1"
"454_64990","20180330","1"
"454_64990","20180331","1"
"454_64990","20180403","1"
"454_64990","20180404","1"
"454_64990","20180405","1"
"454_64990","20180406","1"
"454_64990","20180407","1"
"454_64990","20180409","1"
"454_64990","20180410","1"
"454_64990","20180411","1"
"454_64990","20180412","1"
"454_64990","20180413","1"
"454_64990","20180414","1"
"454_64990","20180416","1"
"454_64990","20180417","1"
"454_64990","20180418","1"
"454_64990","20180419","1"
"454_64990","20180420","1"
"454_64990","20180421","1"
"454_64990","20180423","1"
"454_64990","20180424","1"
"454_64990","20180426","1"
"454_64990","20180427","1"
"454_64990","20180428","1"
"454_64990","20180430","1"
"454_64990","20180502","1"
"454_64990","20180503","1"
"454_64990","20180504","1"
"454_64990","20180505","1"
"454_64990","20180507","1"
"454_64990","20180508","1"
"454_64990","20180509","1"
"454_64990","20180510","1"
"454_64990","20180511","1"
"454_64990","20180512","1"
"454_64990","20180514","1"
"454_64990","20180515","1"
"454_64990","20180516","1"
"454_64990","20180517","1"
"454_64990","20180518","1"
"454_64990","20180519","1"
"454_64990","20180521","1"
"454_64990","20180522","1"
"454_64990","20180523","1"
"454_64990","20180524","1"
"454_64990","20180525","1"
"454_64990","20180526","1"
"454_64990","20180528","1"
"454_64990","20180529","1"
"454_64990","20180530","1"
"454_64990","20180531","1"
"454_64990","20180601","1"
"454_64990","20180604","1"
"454_64990","20180605","1"
"454_64990","20180606","1"
"454_64990","20180607","1"
"454_64992","20170915","1"
"454_64992","20170916","1"
"454_64992","20170918","1"
"454_64992","20170919","1"
"454_64992","20170920","1"
"454_64992","20170921","1"
"454_64992","20170922","1"
"454_64992","20170923","1"
"454_64992","20170925","1"
"454_64992","20170926","1"
"454_64992","20170927","1"
"454_64992","20170928","1"
"454_64992","20170929","1"
"454_64992","20170930","1"
"454_64992","20171002","1"
"454_64992","20171003","1"
"454_64992","20171004","1"
"454_64992","20171005","1"
"454_64992","20171006","1"
"454_64992","20171007","1"
"454_64992","20171009","1"
"454_64992","20171010","1"
"454_64992","20171011","1"
"454_64992","20171012","1"
"454_64992","20171013","1"
"454_64992","20171014","1"
"454_64992","20171016","1"
"454_64992","20171017","1"
"454_64992","20171018","1"
"454_64992","20171019","1"
"454_64992","20171020","1"
"454_64992","20171021","1"
"454_64992","20171023","1"
"454_64992","20171024","1"
"454_64992","20171025","1"
"454_64992","20171026","1"
"454_64992","20171027","1"
"454_64992","20171028","1"
"454_64992","20171030","1"
"454_64992","20171031","1"
"454_64992","20171103","1"
"454_64992","20171104","1"
"454_64992","20171106","1"
"454_64992","20171107","1"
"454_64992","20171108","1"
"454_64992","20171109","1"
"454_64992","20171110","1"
"454_64992","20171111","1"
"454_64992","20171113","1"
"454_64992","20171114","1"
"454_64992","20171115","1"
"454_64992","20171116","1"
"454_64992","20171117","1"
"454_64992","20171118","1"
"454_64992","20171120","1"
"454_64992","20171121","1"
"454_64992","20171122","1"
"454_64992","20171123","1"
"454_64992","20171124","1"
"454_64992","20171125","1"
"454_64992","20171127","1"
"454_64992","20171128","1"
"454_64992","20171129","1"
"454_64992","20171130","1"
"454_64992","20171201","1"
"454_64992","20171202","1"
"454_64992","20171204","1"
"454_64992","20171205","1"
"454_64992","20171206","1"
"454_64992","20171207","1"
"454_64992","20171209","1"
"454_64992","20171211","1"
"454_64992","20171212","1"
"454_64992","20171213","1"
"454_64992","20171214","1"
"454_64992","20171215","1"
"454_64992","20171216","1"
"454_64992","20171218","1"
"454_64992","20171219","1"
"454_64992","20171220","1"
"454_64992","20171221","1"
"454_64992","20171222","1"
"454_64992","20171223","1"
"454_64992","20180108","1"
"454_64992","20180109","1"
"454_64992","20180110","1"
"454_64992","20180111","1"
"454_64992","20180112","1"
"454_64992","20180113","1"
"454_64992","20180115","1"
"454_64992","20180116","1"
"454_64992","20180117","1"
"454_64992","20180118","1"
"454_64992","20180119","1"
"454_64992","20180120","1"
"454_64992","20180122","1"
"454_64992","20180123","1"
"454_64992","20180124","1"
"454_64992","20180125","1"
"454_64992","20180126","1"
"454_64992","20180127","1"
"454_64992","20180129","1"
"454_64992","20180130","1"
"454_64992","20180131","1"
"454_64992","20180201","1"
"454_64992","20180202","1"
"454_64992","20180203","1"
"454_64992","20180205","1"
"454_64992","20180206","1"
"454_64992","20180207","1"
"454_64992","20180208","1"
"454_64992","20180209","1"
"454_64992","20180210","1"
"454_64992","20180212","1"
"454_64992","20180213","1"
"454_64992","20180214","1"
"454_64992","20180215","1"
"454_64992","20180216","1"
"454_64992","20180217","1"
"454_64992","20180219","1"
"454_64992","20180220","1"
"454_64992","20180221","1"
"454_64992","20180222","1"
"454_64992","20180223","1"
"454_64992","20180224","1"
"454_64992","20180226","1"
"454_64992","20180227","1"
"454_64992","20180228","1"
"454_64992","20180301","1"
"454_64992","20180302","1"
"454_64992","20180303","1"
"454_64992","20180305","1"
"454_64992","20180306","1"
"454_64992","20180307","1"
"454_64992","20180308","1"
"454_64992","20180309","1"
"454_64992","20180310","1"
"454_64992","20180312","1"
"454_64992","20180313","1"
"454_64992","20180314","1"
"454_64992","20180315","1"
"454_64992","20180316","1"
"454_64992","20180317","1"
"454_64992","20180319","1"
"454_64992","20180320","1"
"454_64992","20180321","1"
"454_64992","20180322","1"
"454_64992","20180323","1"
"454_64992","20180324","1"
"454_64992","20180326","1"
"454_64992","20180327","1"
"454_64992","20180328","1"
"454_64992","20180404","1"
"454_64992","20180405","1"
"454_64992","20180406","1"
"454_64992","20180407","1"
"454_64992","20180409","1"
"454_64992","20180410","1"
"454_64992","20180411","1"
"454_64992","20180412","1"
"454_64992","20180413","1"
"454_64992","20180414","1"
"454_64992","20180416","1"
"454_64992","20180417","1"
"454_64992","20180418","1"
"454_64992","20180419","1"
"454_64992","20180420","1"
"454_64992","20180421","1"
"454_64992","20180423","1"
"454_64992","20180424","1"
"454_64992","20180426","1"
"454_64992","20180427","1"
"454_64992","20180428","1"
"454_64992","20180430","1"
"454_64992","20180502","1"
"454_64992","20180503","1"
"454_64992","20180504","1"
"454_64992","20180505","1"
"454_64992","20180507","1"
"454_64992","20180508","1"
"454_64992","20180509","1"
"454_64992","20180510","1"
"454_64992","20180511","1"
"454_64992","20180512","1"
"454_64992","20180514","1"
"454_64992","20180515","1"
"454_64992","20180516","1"
"454_64992","20180517","1"
"454_64992","20180518","1"
"454_64992","20180519","1"
"454_64992","20180521","1"
"454_64992","20180522","1"
"454_64992","20180523","1"
"454_64992","20180524","1"
"454_64992","20180525","1"
"454_64992","20180526","1"
"454_64992","20180528","1"
"454_64992","20180529","1"
"454_64992","20180530","1"
"454_64992","20180531","1"
"454_64992","20180601","1"
"454_64992","20180604","1"
"454_64992","20180605","1"
"454_64992","20180606","1"
"454_64992","20180607","1"
